,Palavra,Relevância
0,jurivê,14.125276869129188
1,draftspé,14.000760889830948
2,publictv,14.000760889830948
3,celaro,13.986361208206796
4,edjahilson,13.985565525278748
5,bóis,13.982387280080365
6,jaldes,13.971422498975071
7,nonnato,13.96268406957587
8,miterrand,13.946343710557018
9,edjailson,13.885867878679987
10,heluy,13.884457212579813
11,franklim,13.860399871309681
12,anay,13.81425674916932
13,duvale,13.804429807372156
14,expoimp,13.75270173435436
15,dilmara,13.743512210761173
16,passinato,13.738163342117335
17,richtofen,13.727526148876006
18,facimp,13.693310731079812
19,edeilson,13.68953915621693
20,ribalta,13.67183206303255
21,thismr,13.590112047239373
22,ayrauly,13.588460076751662
23,maranhoao,13.588460076751662
24,brazmidia,13.588460076751662
25,pkinhead,13.588460076751662
26,barrosassembléia,13.588460076751662
27,transmportes,13.588460076751662
28,misótis,13.588460076751662
29,açailânda,13.588460076751662
30,cmdva,13.588460076751662
31,adesaoma,13.588460076751662
32,argirina,13.588460076751662
33,tannhaeuse,13.588460076751662
34,moujawar,13.588460076751662
35,fontemelle,13.588460076751662
36,davinópólis,13.588460076751662
37,varhem,13.588460076751662
38,nspcdm,13.588460076751662
39,pelha,13.588460076751662
40,rpsária,13.588460076751662
41,nissatou,13.588460076751662
42,asmoim,13.588460076751662
43,esmilha,13.588460076751662
44,pequenp,13.588460076751662
45,ubirajata,13.588460076751662
46,luzlsecbrazil,13.588460076751662
47,freddigasp,13.588460076751662
48,kukamoto,13.588460076751662
49,duracre,13.588460076751662
50,katatni,13.588460076751662
51,khatherine,13.588460076751662
52,okasajo,13.588460076751662
53,nakasshima,13.588460076751662
54,focaias,13.588460076751662
55,pukobjê,13.588460076751662
56,tartaristâo,13.588460076751662
57,haylé,13.588460076751662
58,jhonathaconection,13.588460076751662
59,havittaje,13.588460076751662
60,jabuaquara,13.588460076751662
61,oomigasp,13.588460076751662
62,taelwondo,13.588460076751662
63,cgyb,13.588460076751662
64,sindvigma,13.588460076751662
65,guajajra,13.588460076751662
66,rpsário,13.588460076751662
67,mountainj,13.588460076751662
68,bonifiação,13.588460076751662
69,asdevi,13.587001858129549
70,andrage,13.587001858129549
71,olimpiádas,13.587001858129549
72,heatbleed,13.587001858129549
73,sexuali,13.587001858129549
74,advertisemen,13.587001858129549
75,cabaleros,13.587001858129549
76,hanburgo,13.587001858129549
77,luísão,13.587001858129549
78,maracassumé,13.587001858129549
79,samudo,13.587001858129549
80,natva,13.587001858129549
81,comadri,13.587001858129549
82,aicoc,13.587001858129549
83,alanete,13.587001858129549
84,lênine,13.587001858129549
85,fransoufer,13.587001858129549
86,icati,13.587001858129549
87,amatela,13.586374831095037
88,welitin,13.585545301295397
89,sarneistas,13.585545301295397
90,pietrinni,13.585545301295397
91,açail,13.585545301295397
92,uyttersprot,13.585545301295397
93,maiporã,13.585545301295397
94,glttb,13.585545301295397
95,sttei,13.585545301295397
96,jorgos,13.585545301295397
97,mbsogo,13.585545301295397
98,sildeane,13.585545301295397
99,chamozinho,13.585545301295397
